Transaction_ID,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Purchase_Date,Customer_City,Payment_Method,Customer_Age_Group,Is_Returned,Month,Month_Name,Quarter,Day_of_Week,Customer_Segment
TXN00491,CUST0351,Laptops,MSI Modern 15,1,52892.62,52892.62,2024-08-28,Hyderabad,Debit Card,18-25,No,8,Aug,Q3,Wednesday,Gold
TXN00492,CUST0015,Audio & Headphones,Noise Buds VS104,1,1017.69,1017.69,2024-09-15,Jaipur,UPI,36-45,No,9,Sep,Q3,Sunday,Gold
TXN00493,CUST0339,Audio & Headphones,Noise Buds VS104,1,934.64,934.64,2024-05-02,Bangalore,UPI,36-45,No,5,May,Q2,Thursday,Gold
TXN00494,CUST0291,Smartphones,OnePlus 12,1,60004.08,60004.08,2024-08-19,Bangalore,Net Banking,18-25,No,8,Aug,Q3,Monday,Gold
TXN00495,CUST0173,Audio & Headphones,boAt Rockerz 550,2,2022.2,4044.4,2024-08-13,Mumbai,Debit Card,26-35,Yes,8,Aug,Q3,Tuesday,Silver
TXN00496,CUST0294,Smartphones,Samsung Galaxy S24,1,84355.82,84355.82,2024-07-07,Delhi,UPI,46-55,No,7,Jul,Q3,Sunday,Gold
TXN00497,CUST0040,Laptops,Dell XPS 15,1,161699.55,161699.55,2024-10-05,Bangalore,UPI,26-35,No,10,Oct,Q4,Saturday,Gold
TXN00498,CUST0265,Laptops,HP Envy x360,1,92469.44,92469.44,2024-11-27,Ahmedabad,Credit Card,36-45,No,11,Nov,Q4,Wednesday,Gold
TXN00499,CUST0237,Accessories,Seagate 1TB HDD,1,3742.33,3742.33,2024-03-16,Mumbai,UPI,26-35,No,3,Mar,Q1,Saturday,Silver
TXN00500,CUST0083,Tablets,Samsung Galaxy Tab S9,2,74563.25,149126.5,2024-05-07,Delhi,UPI,18-25,No,5,May,Q2,Tuesday,Gold
TXN00501,CUST0104,Tablets,Nokia T21,3,15961.58,47884.74,2024-03-21,Bangalore,Net Banking,36-45,No,3,Mar,Q1,Thursday,Silver
TXN00502,CUST0153,Tablets,Nokia T21,1,16721.47,16721.47,2024-11-28,Ahmedabad,UPI,36-45,No,11,Nov,Q4,Thursday,Bronze
TXN00503,CUST0341,Accessories,Logitech MX Keys Mini,1,8136.23,8136.23,2024-11-19,Chennai,UPI,46-55,No,11,Nov,Q4,Tuesday,Silver
TXN00504,CUST0121,Smartphones,Vivo V30 Pro,1,43769.89,43769.89,2024-12-15,Bangalore,Debit Card,26-35,No,12,Dec,Q4,Sunday,Silver
TXN00505,CUST0217,Tablets,"iPad Pro 12.9""",1,112725.84,112725.84,2024-08-04,Ahmedabad,UPI,18-25,No,8,Aug,Q3,Sunday,Gold
TXN00506,CUST0340,Laptops,ASUS VivoBook 16,3,39704.07,119112.21,2024-11-12,Chennai,Net Banking,26-35,No,11,Nov,Q4,Tuesday,Silver
TXN00507,CUST0227,Audio & Headphones,boAt Rockerz 550,1,2127.95,2127.95,2024-07-02,Chennai,UPI,26-35,No,7,Jul,Q3,Tuesday,Gold
TXN00508,CUST0163,Tablets,Xiaomi Pad 6,2,26123.9,52247.8,2024-12-01,Mumbai,Credit Card,46-55,No,12,Dec,Q4,Sunday,Bronze
TXN00509,CUST0052,Accessories,SanDisk 256GB Pen Drive,2,1867.2,3734.4,2024-11-18,Delhi,Credit Card,36-45,No,11,Nov,Q4,Monday,Gold
TXN00510,CUST0228,Smart Watches,Titan Smart Pro,2,6186.37,12372.74,2024-11-11,Hyderabad,UPI,26-35,No,11,Nov,Q4,Monday,Gold
TXN00511,CUST0245,Smartphones,OnePlus 12,1,68607.33,68607.33,2024-11-30,Pune,UPI,26-35,No,11,Nov,Q4,Saturday,Silver
TXN00512,CUST0115,Smartphones,Vivo V30 Pro,2,42708.65,85417.3,2024-01-11,Ahmedabad,Net Banking,26-35,No,1,Jan,Q1,Thursday,Silver
TXN00513,CUST0134,Laptops,ASUS VivoBook 16,1,44383.64,44383.64,2024-03-16,Bangalore,Credit Card,18-25,No,3,Mar,Q1,Saturday,Gold
TXN00514,CUST0137,Tablets,Nokia T21,1,16836.73,16836.73,2024-05-21,Delhi,UPI,36-45,Yes,5,May,Q2,Tuesday,Bronze
TXN00515,CUST0135,Laptops,Lenovo IdeaPad Slim 5,1,47371.8,47371.8,2024-04-27,Mumbai,UPI,36-45,No,4,Apr,Q2,Saturday,Gold
TXN00516,CUST0217,Laptops,Acer Aspire 7,1,73160.39,73160.39,2024-10-28,Delhi,Credit Card,26-35,No,10,Oct,Q4,Monday,Gold
TXN00517,CUST0344,Accessories,Anker 65W GaN Charger,1,2301.22,2301.22,2024-06-25,Bangalore,Cash on Delivery,26-35,No,6,Jun,Q2,Tuesday,Silver
TXN00518,CUST0060,Accessories,SanDisk 256GB Pen Drive,1,1693.05,1693.05,2024-06-01,Chennai,UPI,26-35,No,6,Jun,Q2,Saturday,Gold
TXN00519,CUST0085,Laptops,ASUS VivoBook 16,2,43775.95,87551.9,2024-06-02,Delhi,UPI,46-55,No,6,Jun,Q2,Sunday,Silver
TXN00520,CUST0084,Tablets,"iPad Pro 12.9""",1,107280.65,107280.65,2024-10-20,Delhi,Credit Card,18-25,No,10,Oct,Q4,Sunday,Silver
TXN00521,CUST0179,Smart Watches,Titan Smart Pro,1,5958.46,5958.46,2024-02-18,Pune,UPI,26-35,No,2,Feb,Q1,Sunday,Silver
TXN00522,CUST0214,Accessories,Samsung 25W Adapter,3,1316.36,3949.08,2024-12-12,Chennai,Credit Card,26-35,No,12,Dec,Q4,Thursday,Bronze
TXN00523,CUST0079,Accessories,Belkin MagSafe Case,1,3931.29,3931.29,2024-01-15,Jaipur,Net Banking,36-45,No,1,Jan,Q1,Monday,Bronze
TXN00524,CUST0375,Smart Watches,Fitbit Charge 6,1,16126.37,16126.37,2024-12-31,Jaipur,UPI,46-55,No,12,Dec,Q4,Tuesday,Bronze
TXN00525,CUST0131,Laptops,MacBook Air M3,1,119382.02,119382.02,2024-03-30,Chennai,UPI,46-55,No,3,Mar,Q1,Saturday,Gold
TXN00526,CUST0222,Tablets,Realme Pad 2,3,18422.82,55268.46,2024-10-28,Mumbai,UPI,26-35,No,10,Oct,Q4,Monday,Silver
TXN00527,CUST0217,Laptops,Lenovo IdeaPad Slim 5,2,47919.31,95838.62,2024-02-16,Bangalore,Credit Card,36-45,No,2,Feb,Q1,Friday,Gold
TXN00528,CUST0270,Audio & Headphones,OnePlus Buds Pro 2,1,10281.28,10281.28,2024-09-29,Pune,Cash on Delivery,46-55,No,9,Sep,Q3,Sunday,Silver
TXN00529,CUST0292,Smartphones,OnePlus 12,1,66915.84,66915.84,2024-01-24,Delhi,Credit Card,26-35,No,1,Jan,Q1,Wednesday,Gold
TXN00530,CUST0380,Smart Watches,boAt Wave Sigma,1,1464.33,1464.33,2024-10-08,Pune,UPI,18-25,No,10,Oct,Q4,Tuesday,Gold
TXN00531,CUST0096,Laptops,HP Envy x360,1,93704.86,93704.86,2024-04-15,Kolkata,UPI,36-45,No,4,Apr,Q2,Monday,Silver
TXN00532,CUST0337,Smartphones,Google Pixel 8,1,71337.87,71337.87,2024-12-23,Bangalore,Debit Card,55+,No,12,Dec,Q4,Monday,Silver
TXN00533,CUST0009,Smart Watches,Amazfit GTR 4,1,13632.6,13632.6,2024-10-17,Mumbai,UPI,18-25,No,10,Oct,Q4,Thursday,Gold
TXN00534,CUST0060,Tablets,Xiaomi Pad 6,2,25210.99,50421.98,2024-03-24,Mumbai,Credit Card,26-35,No,3,Mar,Q1,Sunday,Gold
TXN00535,CUST0053,Audio & Headphones,JBL Tune 770NC,2,7736.42,15472.84,2024-09-29,Bangalore,UPI,36-45,No,9,Sep,Q3,Sunday,Gold
TXN00536,CUST0348,Audio & Headphones,Sennheiser Momentum 4,1,32398.04,32398.04,2024-12-08,Chennai,Debit Card,18-25,No,12,Dec,Q4,Sunday,Silver
TXN00537,CUST0331,Audio & Headphones,Sennheiser Momentum 4,1,37189.48,37189.48,2024-06-15,Bangalore,Credit Card,18-25,No,6,Jun,Q2,Saturday,Gold
TXN00538,CUST0367,Smartphones,Xiaomi 14,1,60840.51,60840.51,2024-10-07,Ahmedabad,Net Banking,55+,No,10,Oct,Q4,Monday,Gold
TXN00539,CUST0145,Smart Watches,Fitbit Charge 6,2,15709.29,31418.58,2024-10-16,Kolkata,Credit Card,18-25,No,10,Oct,Q4,Wednesday,Gold
TXN00540,CUST0134,Tablets,Nokia T21,1,15496.38,15496.38,2024-06-19,Mumbai,UPI,18-25,No,6,Jun,Q2,Wednesday,Gold
TXN00541,CUST0182,Laptops,Lenovo IdeaPad Slim 5,1,45085.94,45085.94,2024-11-05,Delhi,UPI,46-55,No,11,Nov,Q4,Tuesday,Bronze
TXN00542,CUST0387,Audio & Headphones,Apple AirPods Pro 2,2,25722.32,51444.64,2024-02-27,Bangalore,Credit Card,55+,No,2,Feb,Q1,Tuesday,Silver
TXN00543,CUST0373,Smartphones,Samsung Galaxy S24,1,75737.25,75737.25,2024-05-23,Delhi,UPI,18-25,No,5,May,Q2,Thursday,Gold
TXN00544,CUST0004,Laptops,HP Pavilion 15,1,51681.31,51681.31,2024-05-02,Jaipur,Debit Card,18-25,No,5,May,Q2,Thursday,Gold
TXN00545,CUST0117,Smart Watches,Fitbit Charge 6,1,15309.64,15309.64,2024-03-11,Pune,Credit Card,55+,No,3,Mar,Q1,Monday,Gold
TXN00546,CUST0036,Smart Watches,Apple Watch Series 9,2,41515.05,83030.1,2024-02-13,Pune,Credit Card,18-25,No,2,Feb,Q1,Tuesday,Silver
TXN00547,CUST0339,Smart Watches,Garmin Venu 3,1,42575.01,42575.01,2024-11-30,Hyderabad,Debit Card,36-45,No,11,Nov,Q4,Saturday,Gold
TXN00548,CUST0076,Smart Watches,Fitbit Charge 6,1,15981.09,15981.09,2024-10-19,Delhi,Credit Card,36-45,No,10,Oct,Q4,Saturday,Silver
TXN00549,CUST0200,Smart Watches,Amazfit GTR 4,2,13571.79,27143.58,2024-10-25,Mumbai,Credit Card,26-35,No,10,Oct,Q4,Friday,Gold
TXN00550,CUST0304,Audio & Headphones,boAt Rockerz 550,1,2081.21,2081.21,2024-05-08,Mumbai,Debit Card,26-35,No,5,May,Q2,Wednesday,Gold
TXN00551,CUST_UNKNOWN,Tablets,Realme Pad 2,1,18364.71,18364.71,2024-07-25,Mumbai,Debit Card,26-35,No,7,Jul,Q3,Thursday,Gold
TXN00552,CUST0345,Audio & Headphones,JBL Tune 770NC,1,7807.46,7807.46,2024-03-12,Pune,Debit Card,26-35,No,3,Mar,Q1,Tuesday,Silver
TXN00553,CUST0032,Tablets,Nokia T21,1,14969.91,14969.91,2024-07-16,Kolkata,UPI,36-45,No,7,Jul,Q3,Tuesday,Bronze
TXN00554,CUST0353,Audio & Headphones,Noise Buds VS104,1,1058.46,1058.46,2024-12-14,Hyderabad,Cash on Delivery,18-25,No,12,Dec,Q4,Saturday,Gold
TXN00555,CUST0234,Smart Watches,Garmin Venu 3,1,42994.33,42994.33,2024-08-04,Chennai,Debit Card,55+,No,8,Aug,Q3,Sunday,Gold
TXN00556,CUST0157,Laptops,Dell XPS 15,1,156660.42,156660.42,2024-12-29,Chennai,UPI,18-25,No,12,Dec,Q4,Sunday,Silver
TXN00557,CUST0063,Smartphones,Realme GT 6,1,42488.9,42488.9,2024-08-31,Kolkata,Credit Card,26-35,No,8,Aug,Q3,Saturday,Bronze
TXN00558,CUST0259,Laptops,MSI Modern 15,1,52788.93,52788.93,2024-10-01,Chennai,Debit Card,36-45,No,10,Oct,Q4,Tuesday,Bronze
TXN00559,CUST0344,Audio & Headphones,Noise Buds VS104,2,980.98,1961.96,2024-12-04,Delhi,UPI,36-45,No,12,Dec,Q4,Wednesday,Silver
TXN00560,CUST0317,Tablets,Realme Pad 2,1,18174.8,18174.8,2024-08-29,Chennai,UPI,36-45,No,8,Aug,Q3,Thursday,Silver
TXN00561,CUST0297,Smartphones,OnePlus 12,1,69807.64,69807.64,2024-07-24,Delhi,Debit Card,18-25,No,7,Jul,Q3,Wednesday,Gold
TXN00562,CUST0047,Smartphones,Google Pixel 8,1,72114.03,72114.03,2024-02-29,Chennai,Credit Card,26-35,No,2,Feb,Q1,Thursday,Silver
TXN00563,CUST0366,Laptops,MSI Modern 15,1,54513.57,54513.57,2024-01-30,Jaipur,UPI,26-35,No,1,Jan,Q1,Tuesday,Gold
TXN00564,CUST0261,Tablets,Samsung Galaxy Tab S9,1,67765.01,67765.01,2024-11-01,Chennai,UPI,26-35,No,11,Nov,Q4,Friday,Gold
TXN00565,CUST0301,Laptops,MSI Modern 15,2,54131.41,108262.82,2024-10-12,Mumbai,Credit Card,26-35,No,10,Oct,Q4,Saturday,Silver
TXN00566,CUST0126,Smartphones,Xiaomi 14,1,62714.62,62714.62,2024-08-28,Chennai,UPI,18-25,No,8,Aug,Q3,Wednesday,Gold
TXN00567,CUST0140,Tablets,Realme Pad 2,1,18439.78,18439.78,2024-09-18,Mumbai,Net Banking,36-45,No,9,Sep,Q3,Wednesday,Bronze
TXN00568,CUST0358,Audio & Headphones,Sony WH-1000XM5,1,28365.34,28365.34,2024-03-04,Mumbai,UPI,26-35,No,3,Mar,Q1,Monday,Gold
TXN00569,CUST0363,Accessories,TP-Link AX1800 Router,2,4775.37,9550.74,2024-07-27,Hyderabad,Cash on Delivery,26-35,No,7,Jul,Q3,Saturday,Gold
TXN00570,CUST0345,Smartphones,OnePlus 12,1,66521.99,66521.99,2024-03-28,Bangalore,Net Banking,26-35,No,3,Mar,Q1,Thursday,Silver
TXN00571,CUST0064,Accessories,Belkin MagSafe Case,2,4023.73,8047.46,2024-06-17,Kolkata,Credit Card,18-25,No,6,Jun,Q2,Monday,Gold
TXN00572,CUST0381,Smart Watches,Apple Watch Series 9,1,39384.42,39384.42,2024-01-10,Delhi,UPI,18-25,No,1,Jan,Q1,Wednesday,Silver
TXN00573,CUST0361,Laptops,Lenovo IdeaPad Slim 5,1,45958.14,45958.14,2024-10-20,Bangalore,UPI,26-35,No,10,Oct,Q4,Sunday,Bronze
TXN00574,CUST0309,Audio & Headphones,OnePlus Buds Pro 2,1,9471.82,9471.82,2024-09-06,Pune,Debit Card,26-35,No,9,Sep,Q3,Friday,Silver
TXN00575,CUST0273,Smartphones,Realme GT 6,1,38026.9,38026.9,2024-09-24,Lucknow,Credit Card,36-45,Yes,9,Sep,Q3,Tuesday,Silver
TXN00576,CUST0239,Smartphones,Vivo V30 Pro,3,44513.36,133540.08,2024-08-12,Delhi,Debit Card,18-25,No,8,Aug,Q3,Monday,Gold
TXN00577,CUST0013,Audio & Headphones,boAt Rockerz 550,1,1840.73,1840.73,2024-12-29,Mumbai,Credit Card,46-55,No,12,Dec,Q4,Sunday,Gold
TXN00578,CUST0304,Laptops,Dell XPS 15,1,163224.44,163224.44,2024-11-12,Bangalore,Debit Card,26-35,Yes,11,Nov,Q4,Tuesday,Gold
TXN00579,CUST0225,Tablets,OnePlus Pad Go,1,20061.96,20061.96,2024-11-04,Mumbai,Credit Card,18-25,No,11,Nov,Q4,Monday,Gold
TXN00580,CUST0313,Laptops,Dell XPS 15,1,167234.7,167234.7,2024-09-28,Kolkata,UPI,26-35,No,9,Sep,Q3,Saturday,Gold
TXN00581,CUST0197,Smartphones,Google Pixel 8,1,72753.68,72753.68,2024-08-01,Hyderabad,UPI,36-45,No,8,Aug,Q3,Thursday,Bronze
TXN00582,CUST0304,Smartphones,Vivo V30 Pro,1,45631.24,45631.24,2024-11-10,Mumbai,Debit Card,26-35,No,11,Nov,Q4,Sunday,Gold
TXN00583,CUST0300,Smart Watches,Titan Smart Pro,1,5697.54,5697.54,2024-07-20,Mumbai,UPI,46-55,No,7,Jul,Q3,Saturday,Gold
TXN00584,CUST0337,Smartphones,Realme GT 6,1,40660.29,40660.29,2024-10-13,Jaipur,Credit Card,46-55,No,10,Oct,Q4,Sunday,Silver
TXN00585,CUST0244,Smartphones,Xiaomi 14,1,61348.3,61348.3,2024-10-17,Mumbai,UPI,36-45,Yes,10,Oct,Q4,Thursday,Gold
TXN00586,CUST0254,Audio & Headphones,Noise Buds VS104,1,971.61,971.61,2024-04-19,Kolkata,Net Banking,36-45,No,4,Apr,Q2,Friday,Silver
TXN00587,CUST0004,Smart Watches,Fitbit Charge 6,1,15736.4,15736.4,2024-06-21,Bangalore,Debit Card,26-35,No,6,Jun,Q2,Friday,Gold
TXN00588,CUST0135,Audio & Headphones,boAt Rockerz 550,1,1853.12,1853.12,2024-10-24,Delhi,UPI,18-25,No,10,Oct,Q4,Thursday,Gold
TXN00589,CUST0174,Accessories,Anker 65W GaN Charger,1,2631.53,2631.53,2024-12-15,Hyderabad,Net Banking,36-45,Yes,12,Dec,Q4,Sunday,Silver
TXN00590,CUST0098,Accessories,Seagate 1TB HDD,1,3710.84,3710.84,2024-04-06,Mumbai,Net Banking,55+,No,4,Apr,Q2,Saturday,Gold
TXN00591,CUST0323,Smartphones,Xiaomi 14,1,63401.52,63401.52,2024-11-12,Mumbai,UPI,46-55,No,11,Nov,Q4,Tuesday,Silver
TXN00592,CUST0331,Smartphones,OPPO Find X7,1,57559.73,57559.73,2024-11-01,Mumbai,Credit Card,36-45,No,11,Nov,Q4,Friday,Gold
TXN00593,CUST0333,Laptops,HP Envy x360,1,89621.12,89621.12,2024-01-19,Hyderabad,Debit Card,26-35,No,1,Jan,Q1,Friday,Silver
TXN00594,CUST0044,Accessories,Logitech MX Keys Mini,1,9086.93,9086.93,2024-05-24,Chennai,UPI,26-35,No,5,May,Q2,Friday,Gold
TXN00595,CUST0092,Laptops,MSI Modern 15,2,52226.93,104453.86,2024-07-23,Delhi,Credit Card,26-35,No,7,Jul,Q3,Tuesday,Gold
TXN00596,CUST0020,Audio & Headphones,Apple AirPods Pro 2,2,26038.92,52077.84,2024-08-31,Mumbai,UPI,36-45,No,8,Aug,Q3,Saturday,Silver
TXN00597,CUST0379,Tablets,Xiaomi Pad 6,3,27887.34,83662.02,2024-08-30,Lucknow,Debit Card,26-35,Yes,8,Aug,Q3,Friday,Gold
TXN00598,CUST0204,Accessories,Anker 65W GaN Charger,1,2487.81,2487.81,2024-04-24,Pune,UPI,36-45,No,4,Apr,Q2,Wednesday,Gold
TXN00599,CUST0358,Laptops,HP Envy x360,1,87704.52,87704.52,2024-07-13,Kolkata,Credit Card,18-25,No,7,Jul,Q3,Saturday,Gold
TXN00600,CUST0218,Laptops,MacBook Air M3,1,114896.33,114896.33,2024-10-15,Bangalore,UPI,26-35,No,10,Oct,Q4,Tuesday,Gold
TXN00601,CUST0309,Tablets,Lenovo Tab P12,3,33059.73,99179.19,2024-12-10,Delhi,Credit Card,55+,No,12,Dec,Q4,Tuesday,Silver
TXN00602,CUST0048,Laptops,HP Envy x360,1,84363.45,84363.45,2024-03-27,Bangalore,Net Banking,36-45,No,3,Mar,Q1,Wednesday,Silver
TXN00603,CUST0030,Smartphones,Google Pixel 8,1,73370.26,73370.26,2024-06-24,Hyderabad,UPI,26-35,Yes,6,Jun,Q2,Monday,Silver
TXN00604,CUST0067,Smartphones,Google Pixel 8,1,75734.54,75734.54,2024-11-29,Jaipur,Net Banking,18-25,No,11,Nov,Q4,Friday,Gold
TXN00605,CUST0074,Laptops,Lenovo IdeaPad Slim 5,1,48018.01,48018.01,2024-07-24,Delhi,UPI,26-35,No,7,Jul,Q3,Wednesday,Gold
TXN00606,CUST0234,Laptops,HP Envy x360,1,91095.3,91095.3,2024-06-15,Delhi,Net Banking,46-55,No,6,Jun,Q2,Saturday,Gold
TXN00607,CUST0094,Laptops,HP Pavilion 15,1,58518.62,58518.62,2024-10-18,Bangalore,Net Banking,46-55,No,10,Oct,Q4,Friday,Silver
TXN00608,CUST0253,Accessories,Mi 10000mAh Power Bank,1,1333.64,1333.64,2024-07-11,Pune,Net Banking,36-45,No,7,Jul,Q3,Thursday,Bronze
TXN00609,CUST0038,Tablets,Amazon Fire HD 10,1,14881.25,14881.25,2024-10-02,Chennai,Credit Card,26-35,No,10,Oct,Q4,Wednesday,Silver
TXN00610,CUST0249,Smartphones,Realme GT 6,2,37533.03,75066.06,2024-07-30,Delhi,Debit Card,26-35,No,7,Jul,Q3,Tuesday,Silver
TXN00611,CUST0274,Smartphones,OnePlus 12,1,61573.18,61573.18,2024-10-30,Mumbai,Credit Card,18-25,No,10,Oct,Q4,Wednesday,Gold
TXN00612,CUST0326,Smartphones,iPhone 15 Pro,1,143375.77,143375.77,2024-11-15,Bangalore,UPI,26-35,No,11,Nov,Q4,Friday,Gold
TXN00613,CUST0123,Smartphones,iPhone 15 Pro,1,125158.38,125158.38,2024-04-10,Delhi,UPI,36-45,No,4,Apr,Q2,Wednesday,Silver
TXN00614,CUST0213,Accessories,Belkin MagSafe Case,2,4188.98,8377.96,2024-08-18,Mumbai,UPI,36-45,Yes,8,Aug,Q3,Sunday,Gold
TXN00615,CUST0206,Laptops,MSI Modern 15,1,49783.48,49783.48,2024-10-06,Bangalore,UPI,36-45,No,10,Oct,Q4,Sunday,Bronze
TXN00616,CUST0053,Audio & Headphones,Sony WH-1000XM5,1,27913.88,27913.88,2024-10-22,Delhi,Credit Card,26-35,No,10,Oct,Q4,Tuesday,Gold
TXN00617,CUST0326,Laptops,MSI Modern 15,3,54507.57,163522.71,2024-11-04,Hyderabad,UPI,18-25,No,11,Nov,Q4,Monday,Gold
TXN00618,CUST0007,Accessories,SanDisk 256GB Pen Drive,1,1765.14,1765.14,2024-04-26,Delhi,Credit Card,36-45,No,4,Apr,Q2,Friday,Gold
TXN00619,CUST0329,Audio & Headphones,Sony WH-1000XM5,1,28250.85,28250.85,2024-01-20,Delhi,UPI,36-45,No,1,Jan,Q1,Saturday,Silver
TXN00620,CUST0013,Smartphones,iPhone 15 Pro,3,135350.52,406051.56,2024-04-24,Hyderabad,UPI,18-25,No,4,Apr,Q2,Wednesday,Gold
TXN00621,CUST0004,Accessories,Samsung 25W Adapter,1,1321.46,1321.46,2024-02-02,Delhi,Credit Card,55+,Yes,2,Feb,Q1,Friday,Gold
TXN00622,CUST0041,Smartphones,OnePlus 12,2,65962.34,131924.68,2024-07-17,Ahmedabad,UPI,26-35,No,7,Jul,Q3,Wednesday,Gold
TXN00623,CUST0185,Laptops,HP Envy x360,1,96734.18,96734.18,2024-07-06,Kolkata,Credit Card,36-45,No,7,Jul,Q3,Saturday,Gold
TXN00624,CUST0154,Tablets,Nokia T21,1,14769.79,14769.79,2024-09-17,Kolkata,Debit Card,26-35,No,9,Sep,Q3,Tuesday,Bronze
TXN00625,CUST0098,Laptops,HP Envy x360,1,83835.0,83835.0,2024-01-03,Bangalore,UPI,26-35,No,1,Jan,Q1,Wednesday,Gold
TXN00626,CUST0020,Laptops,Acer Aspire 7,1,66737.35,66737.35,2024-12-30,Lucknow,UPI,36-45,Yes,12,Dec,Q4,Monday,Silver
TXN00627,CUST0334,Tablets,OnePlus Pad Go,1,20029.75,20029.75,2024-07-01,Hyderabad,Debit Card,46-55,No,7,Jul,Q3,Monday,Bronze
TXN00628,CUST0349,Smart Watches,Apple Watch Series 9,1,43223.85,43223.85,2024-03-15,Delhi,Credit Card,18-25,No,3,Mar,Q1,Friday,Silver
TXN00629,CUST0097,Smartphones,Google Pixel 8,1,74754.65,74754.65,2024-11-30,Ahmedabad,Credit Card,26-35,No,11,Nov,Q4,Saturday,Silver
TXN00630,CUST0056,Accessories,Mi 10000mAh Power Bank,2,1347.62,2695.24,2024-10-01,Ahmedabad,Net Banking,36-45,Yes,10,Oct,Q4,Tuesday,Bronze
TXN00631,CUST0397,Laptops,ASUS VivoBook 16,1,39603.25,39603.25,2024-10-17,Chennai,UPI,18-25,No,10,Oct,Q4,Thursday,Bronze
TXN00632,CUST0109,Smart Watches,Noise ColorFit Ultra 3,1,2992.51,2992.51,2024-04-02,Mumbai,Credit Card,26-35,No,4,Apr,Q2,Tuesday,Gold
TXN00633,CUST0142,Laptops,Dell XPS 15,1,169429.01,169429.01,2024-02-02,Delhi,UPI,36-45,No,2,Feb,Q1,Friday,Gold
TXN00634,CUST0004,Smartphones,iPhone 15 Pro,2,138468.32,276936.64,2024-06-27,Mumbai,UPI,26-35,No,6,Jun,Q2,Thursday,Gold
TXN00635,CUST0185,Audio & Headphones,boAt Rockerz 550,2,1957.67,3915.34,2024-10-09,Lucknow,Debit Card,26-35,No,10,Oct,Q4,Wednesday,Gold
TXN00636,CUST0272,Laptops,MSI Modern 15,2,54908.83,109817.66,2024-05-17,Mumbai,Credit Card,36-45,No,5,May,Q2,Friday,Gold
TXN00637,CUST0165,Laptops,MSI Modern 15,1,54357.71,54357.71,2024-01-09,Hyderabad,Cash on Delivery,26-35,No,1,Jan,Q1,Tuesday,Silver
TXN00638,CUST0244,Audio & Headphones,Noise Buds VS104,2,1037.23,2074.46,2024-12-28,Bangalore,Cash on Delivery,26-35,No,12,Dec,Q4,Saturday,Gold
TXN00639,CUST0281,Smartphones,iPhone 15 Pro,2,126867.76,253735.52,2024-12-28,Delhi,Debit Card,26-35,No,12,Dec,Q4,Saturday,Gold
TXN00640,CUST0367,Smartphones,OnePlus 12,1,67632.79,67632.79,2024-01-15,Mumbai,Credit Card,26-35,No,1,Jan,Q1,Monday,Gold
TXN00641,CUST0355,Smart Watches,Samsung Galaxy Watch 6,2,27713.83,55427.66,2024-06-09,Hyderabad,Credit Card,18-25,No,6,Jun,Q2,Sunday,Gold
TXN00642,CUST0120,Accessories,Seagate 1TB HDD,2,3585.17,7170.34,2024-04-21,Jaipur,Credit Card,36-45,Yes,4,Apr,Q2,Sunday,Bronze
TXN00643,CUST0378,Smart Watches,Samsung Galaxy Watch 6,1,27313.65,27313.65,2024-01-01,Delhi,Credit Card,55+,No,1,Jan,Q1,Monday,Gold
TXN00644,CUST0276,Laptops,HP Pavilion 15,1,55172.81,55172.81,2024-11-25,Delhi,Credit Card,26-35,No,11,Nov,Q4,Monday,Silver
TXN00645,CUST0307,Smartphones,Realme GT 6,1,37732.63,37732.63,2024-06-04,Kolkata,Debit Card,46-55,No,6,Jun,Q2,Tuesday,Bronze
TXN00646,CUST0171,Audio & Headphones,JBL Tune 770NC,1,7992.63,7992.63,2024-03-18,Bangalore,Cash on Delivery,26-35,No,3,Mar,Q1,Monday,Bronze
TXN00647,CUST0082,Accessories,Logitech MX Keys Mini,1,8979.93,8979.93,2024-12-29,Delhi,Debit Card,55+,No,12,Dec,Q4,Sunday,Gold
TXN00648,CUST0050,Laptops,ASUS VivoBook 16,2,41501.7,83003.4,2024-03-08,Hyderabad,Credit Card,46-55,No,3,Mar,Q1,Friday,Gold
TXN00649,CUST0108,Laptops,HP Pavilion 15,1,55677.97,55677.97,2024-04-19,Bangalore,Cash on Delivery,46-55,No,4,Apr,Q2,Friday,Silver
TXN00650,CUST0029,Tablets,Lenovo Tab P12,3,34307.73,102923.19,2024-02-19,Hyderabad,UPI,55+,No,2,Feb,Q1,Monday,Gold
TXN00651,CUST0251,Audio & Headphones,Bose QuietComfort 45,1,32639.9,32639.9,2024-05-27,Mumbai,UPI,36-45,Yes,5,May,Q2,Monday,Silver
TXN00652,CUST0335,Smart Watches,Samsung Galaxy Watch 6,2,28198.75,56397.5,2024-07-24,Hyderabad,UPI,36-45,No,7,Jul,Q3,Wednesday,Silver
TXN00653,CUST0248,Smartphones,OPPO Find X7,1,53007.81,53007.81,2024-12-31,Pune,UPI,26-35,No,12,Dec,Q4,Tuesday,Bronze
TXN00654,CUST0272,Tablets,Lenovo Tab P12,1,34468.87,34468.87,2024-08-10,Bangalore,Debit Card,36-45,No,8,Aug,Q3,Saturday,Gold
